bức xúc,1548
Với,1540
to,1536
rộng,1529
thẳng,1483
cái,1481
đầy,1475
tuy nhiên,1461
chủ yếu,1439
Không,1420
Ngay lập tức,1416
trái phép,1396
Trước,1384
thế,1373
vị,1364
Cụ thể,1346
thường,1333
ta,1326
thế nào,1325
tất cả,1324
nó,1297
đen,1295
Đối với,1282
nổi,1259
dù,1239
Phó,1230
quan trọng,1211
may mắn,1153
đứa,1149
nữa,1147
khó,1141
chuyên dụng,1138
Chỉ,1126
đồng bộ,1115
cơ bản,1102
tự nhiên,1097
hợp lý,1092
Chị,1090
nguy kịch,1088
Chưa,1084
hiện đại,1069
chính xác,1065
như vậy,1063
thuận,1050
kịp,1014
bền vững,993
dọc,984
Đến,981
khắp,957
Riêng,948
lậu,944
Mọi,941
rẻ,939
sát,931
hẳn,921
hết sức,913
Đặc biệt,907
nghiêm,902
Ngoài,896
vương vãi,894
bác,893
Nhưng,889
dần,883
bỗng,878
trực tiếp,865
lập tức,864
liền,860
mù mịt,857
không thể,845
sắp,838
trẻ,833
điên,832
Đó,827
chậm,824
tích cực,820
tương tự,795
toàn,794
đỏ,781
Dù,776
liên tục,775
cứ,764
cuối cùng,763
ngang,762
vài,759
chung,757
thực sự,756
Mặc dù,755
ôtô,754
chúng ta,728
khách quan,727
phải,724
tự động,722
vậy,721
Từ,718
đoàn,717
Để,714
đầy đủ,708
mãi,699
taxi,676
cần thiết,669
Song,665
cũ,643
song,642
xấu,641
bình thường,632
Vừa qua,625
Hàng,625
dường như,615
sẵn,612
hư hỏng,611
giả,599
thuận lợi,595
hết,591
khẩn trương,590
tự do,586
thì phải,586
Họ,579
thanh,578
Như,575
ngã,573
Vì vậy,570
lạc hậu,566
Khoảng,566
ít,563
bất thường,563
kém,562
phút,561
thay vì,559
bây giờ,557
người ta,548
rạng,547
thông minh,544
bao nhiêu,542
mà còn,533
bẩn,533
ấy,525
ha,524
clip,524
Con,524
Như vậy,519
ổn định,519
bừa bãi,517
kiên quyết,514
vốn,511
chủ quan,508
ngày càng,498
bản,497
vô tình,496
Thế,496
ngược chiều,495
tròn,491
đau lòng,488
nát,488
sai,485
lạ,474
mấy,471
sao,467
sạch,465
Chính,465
xấu số,461
Hơn,461
thật,457
kg,448
nhân,446
bức,445
miếng,443
cây,443
càng,436
theo,433
bất,423
Chúng ta,420
căn,419
chưa thể,417
phức tạp,416
mù,411
chặt,408
tức tưởi,408
độc,404
USD,401
vì thế,399
giờ,397
Internet,392
liên tiếp,391
nghèo,391
mặc dù,391
hầu hết,391
thiếu,389
bàng hoàng,388
Ít nhất,386
cẩn thận,382
nặng nề,379
hẹp,379
chặt chẽ,377
nổi tiếng,377
tối đa,372
kia,365
trung bình,363
ra sao,361
vội,360
nóng,358
như thế,358
Taxi,356
Ở,355
đến nơi,355
tấm,353
suốt,346
đám,344
chắc chắn,344
tổng thể,341
cực,339
thực,336
oxy,335
nói chung,332
hiếm,331
bao giờ,331
kỹ,328
đồng loạt,327
quá tải,326
khả thi,325
Vào,324
cong,324
Vì thế,323
sở dĩ,320
hài lòng,319
ngủ gật,316
thông thường,315
Có thể,313
tái phạm,306
khẩn,306
vun vút,301
biết bao,300
ít nhất,296
Cùng,294
Vì,292
mới chỉ,288
đắt,285
hiền lành,284
thẳng thắn,284
đột ngột,284
chuyên nghiệp,280
tự ý,278
chẳng,278
vô cùng,277
nói riêng,276
liên,276
mồ côi,273
bất lực,271
êm,270
Hơn nữa,269
thôi,268
Phải chăng,266
Rồi,266
hề,266
đừng,266
Bởi,266
vừa mới,265
xảy ra,264
hung hăng,262
khẩn cấp,258
ngon,253
khô,251
có,250
ngược lại,248
công khai,248
Mặt khác,246
kV,246
Qua,245
dày,245
dã man,244
tràn lan,242
đau xót,242
độc hại,242
hữu cơ,242
lâu,241
thể,240
xinh đẹp,240
Đã,240
buồn,240
ngắn,236
dày đặc,236
tận,235
mỏng,234
à,232
golf,232
có khi,227
buồn bã,227
làm sao,226
Tương tự,224
công bằng,223
Mới đây,222
Tại sao,219
thêm,218
ấm,218
Đang,218
lân cận,218
đông đúc,217
Container,216
nhộn nhịp,216
chỏng vó,216
tổng,214
rộng rãi,213
ô tô,211
ngổn ngang,210
quen thuộc,210
Video,210
tức tốc,208
chàng,208
nghiêm túc,207
hoá,206
mạo hiểm,204
lớn tuổi,204
tự tử,204
Thậm chí,203
um tùm,202
nghèo khó,201
cao cấp,200
băn khoăn,198
vĩnh viễn,196
xong,196
gần như,195
Cái,193
chấn thương,192
tấp nập,192
phong phú,190
giản dị,190
lạ lùng,189
cựu,187
Và,186
rõ ràng,186
âm ỉ,184
hỏa,184
vì sao,184
rủi ro,183
vất vả,181
đống,180
đại,178
tự hào,178
triệt để,177
Căn,177
đáng tiếc,177
tại sao,177
nhọn,176
muộn,175
Do vậy,173
đặc chủng,172
vi vu,171
hàng loạt,170
lắm,169
Nhất là,164
Hầu hết,164
nhất thiết,164
làm vậy,164
đa số,164
viên,163
sẵn sàng,161
nghi ngút,161
cho hay,160
ngay cả,160
Vị,160
hợp,160
công lập,159
Tốp,158
hữu nghị,158
lần lượt,158
chi,158
bon bon,158
nghênh ngang,158
tuyệt đối,157
kể cả,157
thời tiết,157
dự bị,157
đùa giỡn,156
loạt,156
be bét,156
Nào ngờ,156
thoi thóp,156
háo hức,156
mịt mù,155
hữu ích,155
tự thiêu,154
Lại,154
không những,154
nhất định,154
quẫn trí,154
Ai,154
nhân tạo,153
cố định,153
khuya,152
mệt,152
Toàn bộ,151
tiêu biểu,151
đổ bộ,151
giới,150
hoa màu,149
May mắn,149
trơn,149
đấy,149
dỏm,148
khó tin,147
tật nguyền,147
gà trống,147
đột nhiên,147
dễ dàng,147
lành lặn,147
trời,147
Gần,146
dương lịch,146
tiện,145
Mới,145
chất thải,144
nghiêng,144
Tuy,144
cậu,143
Càng,143
chèn ép,142
lạng lách,142
Nóng,142
tinh vi,141
nhảy cầu,139
Nay,139
công,139
thô tục,138
bỏ hoang,138
vừa rồi,138
bất cứ,136
Cả,136
Bao nhiêu,135
cho rằng,135
khốc liệt,135
toàn diện,135
thì có,134
đô,134
gay gắt,134
Nguy hiểm,134
xứng đáng,134
vô ý thức,134
lụt,134
hóa,134
lúng túng,134
chút,133
cạn,133
lúc nào,132
bọt biển,130
hiếu,130
Thật,130
giống,130
điều tốc,129
Đau đớn,128
bất hạnh,128
tang thương,128
tốt đẹp,128
bao,128
kiệt sức,128
dang dở,128
tột cùng,128
Tuy vậy,128
một ít,128
mãi mãi,128
tỉnh táo,127
hở,127
ổn,127
hiền,126
Đa số,126
ngầm,126
thân,125
tải trọng,124
bí,124
Thường xuyên,124
kỳ lạ,124
vui,122
ven biển,121
trong lành,121
ven bờ,121
Đông đảo,121
giản đơn,121
Điển hình,121
Khác,121
cạn kiệt,121
giàu có,121
tự giác,121
Phần lớn,121
xa lạ,121
lẫn,121
phần lớn,121
xa vời,121
nữa là,121
đa dạng,121
đục,121
thể chế,121
Hậu quả,121
hòa,121
Bình quân,121
dũng cảm,120
tới tấp,119
sợ hãi,119
út,118
ngủ say,118
nào ngờ,118
Giờ đây,118
Rồi đây,118
hồn nhiên,118
Thỉnh thoảng,118
Mỗi,117
ngày một,117
chuyên,117
lơ lửng,117
bộ,116
nhằm,116
tổng hợp,114
A di chuyển,114
lâu năm,114
bỗng nhiên,113
gọn,112
thoải mái,112
dữ,112
Đoàn,112
chất phác,109
não nề,109
thế này,109
ơi,109
mất,109
thậm chí,108
rầm rộ,107
quốc tế,107
cây xanh,105
chiều nay,105
Vẫn,105
kèm theo,105
điển trai,104
hạnh phúc,104
Thực sự,104
hân hoan,104
yếu,103
ngăn ngừa,103
tiên tiến,103
xuất sắc,102
có ích,98
Bộ luật hình sự,98
Thông thường,98
bất khả kháng,98
cao độ,98
méo,97
hỏng,97
khỏi,97
bế tắc,96
flycam,96
chiếu sáng,96
tàn tật,96
vô,96
Tất cả,96
gọi là,95
vui vẻ,95
tươi,95
thế là,95
Gọi là,95
thắm,95
đặc trưng,95
quen mặt,95
kế,95
xinh,95
thoạt,95
ngót,95
bất tiện,95
oan,94
tương đương,92
hoàn thiện,92
nhếch nhác,92
dung tục,92
quý,92
khổng lồ,91
trầm trọng,90
do đó,90
logo,89
gấp,89
giỏi,89
bó,89
TAXI,89
Bức,89
nồng nhiệt,89
sáng,89
Nghị định số,89
thầm lặng,89
cổ,89
hối hận,86
Đúng,85
ưu tiên,85
tận tình,85
tủi hờn,84
hơn nữa,84
ngoan,84
Vậy,84
Nói chung,84
cực kỳ,83
Ít,81
Hay,80
đi vào,80
điện báo,80
đau thương,80
chùn bước,80
chống đối,80
manh động,80
quý mến,80
rảnh rỗi,80
nhiệt huyết,80
ngắn gọn,80
lầy lội,79
tha thiết,78
thời hạn,78
Bằng,78
Sao,78
tức,78
Nó,78
đẹp,78
còn lại,77
hành hung,77
Giới,76
dễ,76
cho nên,76
sai trái,75
hoang dã,75
sâu xa,75
khô cằn,75
phi,75
to lớn,75
quả tang,75
tràn đầy,75
duy nhất,75
Kiên quyết,75
tạm thời,72
cục,72
Không những,72
hợp lệ,72
choáng váng,71
Vừa rồi,71
Vừa mới,71
đau tức,71
khang trang,69
vàng,69
cử tri,69
đắc địa,69
đấu giá,69
lãng phí,69
xót xa,69
số liệu,68
hoàn chỉnh,68
Mãi,66
Bàng hoàng,66
chú,66
phụ,65
tuy,64
bấy nhiêu,63
hiếm hoi,62
nổi bật,61
nguyên vẹn,60
uống thuốc,59
đau,59
Vậy mà,59
bỗng chốc,59
bề thế,59
bất kỳ,59
con đầu,59
riết,59
nhỏ xíu,59
Mấy,59
tối,59
tàn phế,59
Cô,59
túng quẫn,59
hợp pháp,59
sào,59
tái,59
mệt mỏi,58
căng thẳng,57
thân thiện,57
kiến tạo,57
bình quân,57
trần,57
Làm sao,57
kẻ,57
vô tư,57
thích đáng,57
Bây giờ,57
lạc quan,57
hấp dẫn,57
Giữa,56
bê bết,56
thường ngày,56
thủng,56
xóa,54
bất tỉnh,52
chả,52
casino,52
thông dụng,52
tivi,52
đậm,52
Vì sao,52
ảo,52
Người ta,52
lấy,50
Quốc tế,50
cao ráo,50
lít,50
ưa nhìn,50
im lặng,50
lật nhào,49
sâu sắc,47
chăng,47
thuận tiện,47
Hoàn toàn,47
minh bạch,47
thoả đáng,47
nặc danh,47
bao lâu,47
chửi bới,46
bầm,45
vội vàng,44
khép kín,44
nồng nặc,44
Lập tức,44
Vừa,42
rầu lòng,42
Trực tiếp,42
đau đớn,42
sơ sài,42
chịu khó,42
tình cảm,42
tiếng,42
nửa,42
tỏa,42
khốn đốn,42
nặng nhọc,42
lũ,40
đuối,40
biến sắc,40
giây,40
thiệt,40
bản năng,40
thông thoáng,40
cao tốc,37
nhỏ hẹp,37
già,37
khổ,37
thật sự,37
chật hẹp,37
Bình thường,37
yên,37
loạng choạng,36
cơ tim,35
phản xạ,34
nhanh nhạy,34
vụn,34
liều,33
thuốc ngủ,33
Nếu như,32
hãy,32
sáng tỏ,32
quyết liệt,32
thần kỳ,31
mảnh,31
rách,30
tím,30
cứng,29
siêu,28
ế ẩm,27
mặt đường,27
ướt,27
mù trời,27
chi tiết,27
Vài,26
trái ngược,26
hẳn hoi,26
chậm rãi,26
thạo,26
mới đây,26
bất hợp pháp,26
trung niên,26
sang,26
đương nhiên,26
bên ngoài,26
rôm rả,26
vắng,26
báo Giới,26
chát,26
dãy,26
chóng mặt,26
nếu như,26
chân chất,26
la liệt,25
cao tuổi,23
chức danh,22
Dự chi,21
phó,17
bí mật,17
câu hỏi,17
rứa,17
một vài,15
phẩm,15
tận tụy,15
chẳng hạn,15
hài,15
Từng,15
nhiệt tình,15
hầu như,15
thỏa đáng,15
nhẹ nhàng,15
hành chính,15
rét,14
đáng sợ,13
tát,13
cột điện,12
ít ỏi,11
giải đáp,10
năng động,10
trọng điểm,10
thôi miên,6
trống,6
Vô cùng,6
Cột điện,6
Quá,6
hoang,5
mềm,4
phân cách,4
ân hận,4
y,4
đập phá,4
trơ,4
dải,4
đầy ắp,3
Bao giờ,3
Dọc,2
Hãy,2
Chân đế,1
